Id,Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil,NombreCliente,NombreProducto,Town,State
1975,4,1116,1,2130,41173,30532,3,23.34,1,7.78,2,SUPER FARMACIA,Principe 10p 106g Prom MTB MLA 30532,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1976,4,1116,1,1606,109882,35452,2,8.88,0,0.0,2,LOS OLIVOS,Chocotorro Fresa 1p 50g SP MLA 35452,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1977,7,1116,1,1614,117661,45143,160,120.0,0,0.0,160,TEJAS,Polvoroncitos Panera 40p 16 25g TR 45143,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1978,4,1116,1,1615,1243278,328,4,32.6,0,0.0,4,LA CONSENTIDA,Tuinky Fresas Crema 3p 114g WON 328,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1979,5,1116,1,1614,115343,328,1,8.15,0,0.0,1,EL GUERO,Tuinky Fresas Crema 3p 114g WON 328,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1980,7,1116,1,1605,60467,328,1,8.15,0,0.0,1,LA TAPATIA,Tuinky Fresas Crema 3p 114g WON 328,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1981,5,1116,1,2822,1948340,46716,5,26.9,0,0.0,5,ODESA,Bombonete 55g Cj MTB MLA 46716,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1982,6,1116,1,1156,99956,48421,1,4.58,0,0.0,1,LA TEPOZTECA,Bran Frut Pina 48g BIM 48421,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1983,6,1116,1,1165,169168,48421,5,22.9,0,0.0,5,LORENA,Bran Frut Pina 48g BIM 48421,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1984,5,1116,1,1613,3970869,325,1,8.15,0,0.0,1,NO IDENTIFICADO,Tuinky Vainilla 3p 114g WON 325,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1985,9,1116,1,1614,1070144,325,3,24.45,0,0.0,3,LA SAN JOSE,Tuinky Vainilla 3p 114g WON 325,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1986,7,1116,1,4426,1476057,31625,2,26.48,0,0.0,2,BETY,Chocochispas 280g MTA LAR 31625,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1987,5,1116,1,1610,173835,37210,5,37.95,0,0.0,5,LA PASADITA,Besos de Nuez 100g Tira CU GBI 37210,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1988,5,1116,1,1618,36369,42869,10,38.9,0,0.0,10,JAROCHO 3,Galletas Integrales Avena 2p 54g TR 42869,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1989,5,1116,1,1634,2350988,37187,1,7.41,0,0.0,1,EXPRESS,Orejitas con Canela 100g Tira CU GBI 37187,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1990,8,1116,1,1065,2128786,32132,3,23.61,0,0.0,3,TODO PARA SU MESA,Salmas Maiz Horn 108g CJM SAN 32132,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1991,9,1116,1,2136,109355,35753,10,33.3,0,0.0,10,LA PERLA,Galletas Panditas 3p 33g Tira CU MLA 35753,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
1992,4,1213,1,1418,1140425,1242,3,22.92,0,0.0,3,LA UNICA,Donitas Espolvoreadas 6p 105g BIM 1242,2041 AG. TULTITLAN,ESTADO DE MÉXICO
1993,8,1213,1,1411,2078557,1242,2,15.28,0,0.0,2,LUCIA,Donitas Espolvoreadas 6p 105g BIM 1242,2041 AG. TULTITLAN,ESTADO DE MÉXICO
1994,6,1213,1,1604,1268764,40217,2,17.96,1,8.98,1,MINI SUPER CANCUN,Mantecada Vainilla 3p 157g Prom TR 40217,2041 AG. TULTITLAN,ESTADO DE MÉXICO
1995,7,1213,1,1013,430741,1125,13,124.8,0,0.0,13,LA CAVITA,Tortillinas 10p 255g TR 1125,2041 AG. TULTITLAN,ESTADO DE MÉXICO
1996,9,1213,1,1010,1390484,1125,2,19.2,1,9.6,1,MARTINEZ,Tortillinas 10p 255g TR 1125,2041 AG. TULTITLAN,ESTADO DE MÉXICO
1997,7,1213,1,1209,2059443,1129,2,35.2,0,0.0,2,DIVINO NIO,Tortillinas 20p 510g TR 1129,2041 AG. TULTITLAN,ESTADO DE MÉXICO
1998,8,1213,1,1407,4514747,41938,1,9.91,3,29.73,0,NO IDENTIFICADO,Mantecadas Nuez 123g BIM 41938,2041 AG. TULTITLAN,ESTADO DE MÉXICO
1999,6,1213,1,1413,1268764,1240,5,41.9,0,0.0,5,MINI SUPER CANCUN,Mantecadas Vainilla 4p 125g BIM 1240,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2000,5,1213,1,1418,1123480,31423,2,21.38,0,0.0,2,MATI,Donas Azucar Tubo 10p 158g BIM 31423,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2001,3,1213,1,1610,4486459,9217,1,9.0,0,0.0,1,NO IDENTIFICADO,Cuernitos Famili Pack 3p 150g TR 9217,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2002,4,1213,1,1602,1132674,9217,9,81.0,0,0.0,9,LUPITA,Cuernitos Famili Pack 3p 150g TR 9217,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2003,9,1213,1,1011,428333,1160,1,18.86,0,0.0,1,DELIA,Bimbollos 8p 450g BIM 1160,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2004,6,1213,1,1419,1184890,1230,1,16.67,0,0.0,1,SARAY,Panque Pasas 255g BIM 1230,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2005,5,1213,1,1011,1285478,3631,1,16.35,0,0.0,1,MARTINEZ,Pan Integral 370g BIM 3631,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2006,6,1213,1,1420,1732652,1232,2,36.48,0,0.0,2,TORIBIO,Panque Nuez 255g BIM 1232,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2007,3,1213,1,1414,429347,1284,10,30.2,0,0.0,10,DON PEPE,Rebanada 2p 55g BIM 1284,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2008,4,1213,1,1202,1774556,1284,7,21.14,0,0.0,7,LA BODEGUITA,Rebanada 2p 55g BIM 1284,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2009,9,1213,1,1409,1034955,1238,2,19.66,0,0.0,2,MERCEDES,Panquecito Gota Choc 2p 140g BIM 1238,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2010,8,1213,1,4481,751430,40886,12,69.12,0,0.0,12,PORFIRIO PAREDES MORALES,Marias 170g SP CU LAR 40886,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2011,3,1213,1,1229,4231729,1250,4,30.56,0,0.0,4,NO IDENTIFICADO,Donas Azucar 4p 105g BIM 1250,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2012,3,1213,1,1409,644160,1250,2,15.28,0,0.0,2,ESTHELITA,Donas Azucar 4p 105g BIM 1250,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2013,9,1213,1,1224,2415897,1309,3,20.28,0,0.0,3,LINA,Bimbunuelos 4p 66g BIM 1309,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2014,8,1213,1,1606,4514747,4280,8,48.0,0,0.0,8,NO IDENTIFICADO,Doraditas 110g TR 4280,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2015,6,1213,1,1418,347662,972,1,18.98,0,0.0,1,LUPITA,Roles Canela 6p 365g BIM 972,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2016,8,1213,1,1201,1148643,1109,1,15.01,0,0.0,1,ROSY,Pan Blanco Chico 360g BIM 1109,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2017,6,1213,1,1605,1234787,4259,2,25.18,0,0.0,2,LA FLOR DE NOCHEBUENA,Conchas 3p 180g Prom TR 4259,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2018,7,1213,1,1611,350408,4259,2,25.18,1,12.59,1,MARY,Conchas 3p 180g Prom TR 4259,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2019,5,1213,1,1224,1421519,1278,2,9.0,0,0.0,2,VALDEZ,Nito 1p 62g BIM 1278,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2020,8,1213,1,1412,353825,1278,19,85.5,0,0.0,19,JEMIYE,Nito 1p 62g BIM 1278,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2021,4,1213,1,1206,4677220,1150,2,27.92,0,0.0,2,NO IDENTIFICADO,Medias Noches 8p 340g BIM 1150,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2022,7,1213,1,1015,1637474,1150,7,97.72,0,0.0,7,LOS TRES GUERREROS,Medias Noches 8p 340g BIM 1150,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2023,8,1213,1,1015,1428273,1150,18,251.28,0,0.0,18,HACIENDA II,Medias Noches 8p 340g BIM 1150,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2024,5,1213,1,4483,577614,43068,2,7.68,0,0.0,2,EL REGRESO,Rocko Tira 10p 44g MTA MLA 43068,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2025,6,1213,1,1035,4333574,1182,4,55.76,0,0.0,4,NO IDENTIFICADO,Tostado 210g CU BIM 1182,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2026,4,1213,1,1009,349561,73,2,42.64,0,0.0,2,LILIANA,Pan Multigrano Linaza 540g BIM 73,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2027,7,1213,1,2185,430408,31507,2,12.5,0,0.0,2,EL FRESNO,Polvoron 6p 113g MTB MLA 31507,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2028,3,1213,1,2808,4716419,43069,8,59.28,0,0.0,8,NO IDENTIFICADO,Pinguinos 2p 80g MTA MLA 43069,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2029,7,1213,1,2182,4577108,30532,3,23.34,0,0.0,3,NO IDENTIFICADO,Principe 10p 106g Prom MTB MLA 30532,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2030,8,1213,1,2185,902529,32940,6,46.68,0,0.0,6,ANA LUZ,Principe Choc Bco 10p 110g Prom MTB MLA 32940,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2031,8,1213,1,1222,2110231,1212,1,8.38,1,8.38,0,DON VIDAL,Roles Canela 2p 120g BIM 1212,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2032,9,1213,1,1605,577141,31720,2,16.76,0,0.0,2,VERO,Mantecadas Chocolate 2p 95g TR 31720,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2033,8,1213,1,1609,552332,35147,5,102.5,0,0.0,5,LOS ANGELES II,Wonder 100pct grande 567g WON 35147,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2034,8,1213,1,4481,334741,37581,1,9.35,0,0.0,1,DON DELFIS,Deliciosas Vainilla 216g Prom MTA LAR 37581,2041 AG. TULTITLAN,ESTADO DE MÉXICO
2035,4,1220,1,1209,313806,1242,5,38.2,0,0.0,5,LIZBETH,Donitas Espolvoreadas 6p 105g BIM 1242,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2036,4,1220,1,1246,698727,1242,1,7.64,0,0.0,1,FELIPE,Donitas Espolvoreadas 6p 105g BIM 1242,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2037,5,1220,1,1211,171086,1242,6,45.84,0,0.0,6,FLOR DE COCO,Donitas Espolvoreadas 6p 105g BIM 1242,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2038,6,1220,1,1231,4689621,1242,1,7.64,0,0.0,1,NO IDENTIFICADO,Donitas Espolvoreadas 6p 105g BIM 1242,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2039,8,1220,1,1226,733634,1125,4,38.4,0,0.0,4,PETRA,Tortillinas 10p 255g TR 1125,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2040,8,1220,1,1201,2379206,41938,1,9.91,0,0.0,1,DOA MAGO,Mantecadas Nuez 123g BIM 41938,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2041,9,1220,1,1210,637191,41938,2,19.82,0,0.0,2,LIBRA,Mantecadas Nuez 123g BIM 41938,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2042,3,1220,1,1217,1447860,1064,1,16.67,0,0.0,1,SANDY,Panque Marmol 255g BIM 1064,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2043,4,1220,1,1213,936779,1240,2,16.76,0,0.0,2,MANOLIN,Mantecadas Vainilla 4p 125g BIM 1240,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2044,4,1220,1,1421,699452,1240,2,16.76,0,0.0,2,DON JULIO,Mantecadas Vainilla 4p 125g BIM 1240,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2045,9,1220,1,1210,2099448,1240,3,25.14,0,0.0,3,MARYFER,Mantecadas Vainilla 4p 125g BIM 1240,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2046,9,1220,1,1227,617619,1240,4,33.52,0,0.0,4,GIL,Mantecadas Vainilla 4p 125g BIM 1240,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2047,3,1220,1,1212,2445663,31423,3,32.07,0,0.0,3,LAS GUERAS,Donas Azucar Tubo 10p 158g BIM 31423,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2048,3,1220,1,1237,1280403,31423,2,21.38,0,0.0,2,BEBE,Donas Azucar Tubo 10p 158g BIM 31423,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2049,5,1220,1,1225,2155107,31423,1,10.69,0,0.0,1,EL MERCADITO,Donas Azucar Tubo 10p 158g BIM 31423,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2050,7,1220,1,1246,2258667,31423,1,10.69,0,0.0,1,PRIMAVERA II,Donas Azucar Tubo 10p 158g BIM 31423,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2051,3,1220,1,1606,1247032,9217,4,36.0,0,0.0,4,CESAR ALBERTO,Cuernitos Famili Pack 3p 150g TR 9217,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2052,6,1220,1,1621,4360794,9217,1,9.0,0,0.0,1,NO IDENTIFICADO,Cuernitos Famili Pack 3p 150g TR 9217,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2053,7,1220,1,1622,4474634,9217,7,63.0,1,9.0,6,NO IDENTIFICADO,Cuernitos Famili Pack 3p 150g TR 9217,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2054,8,1220,1,1615,4560472,9217,2,18.0,1,9.0,1,NO IDENTIFICADO,Cuernitos Famili Pack 3p 150g TR 9217,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2055,3,1220,1,1004,1260640,1160,2,37.72,0,0.0,2,LA RANA,Bimbollos 8p 450g BIM 1160,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2056,4,1220,1,1008,2317013,1160,7,132.02,0,0.0,7,ABARROTES ADRIAN,Bimbollos 8p 450g BIM 1160,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2057,4,1220,1,1010,164607,1160,1,18.86,0,0.0,1,LA PEÑA,Bimbollos 8p 450g BIM 1160,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2058,8,1220,1,1614,1443054,3609,0,0.0,3,26.94,0,LA ESPERANZA,Mantecadas Chocolate 3p TR 3609,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2059,7,1220,1,2112,639616,36745,1,11.53,0,0.0,1,TRUEBA,Canelitas Tubo 207g MTB MLA 36745,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2060,6,1220,1,4402,2376788,43285,6,31.68,0,0.0,6,ABARROTES LOS MORALES,Gansito 1p 50g MTB MLA 43285,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2061,6,1220,1,1001,1045551,3631,5,81.75,0,0.0,5,EL PASO,Pan Integral 370g BIM 3631,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2062,4,1220,1,1407,413857,1232,6,109.44,0,0.0,6,DON LALO,Panque Nuez 255g BIM 1232,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2063,5,1220,1,1405,2042429,1232,2,36.48,0,0.0,2,HOLANDA,Panque Nuez 255g BIM 1232,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2064,6,1220,1,1426,3970458,1232,4,72.96,0,0.0,4,NO IDENTIFICADO,Panque Nuez 255g BIM 1232,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2065,8,1220,1,2115,1229833,37361,8,50.0,0,0.0,8,CREM CHABELITA,Canelitas 120g Prom MTB MLA 37361,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2066,9,1220,1,2810,2456932,37361,1,6.25,0,0.0,1,LA VENTANITA,Canelitas 120g Prom MTB MLA 37361,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2067,4,1220,1,1231,2096308,1220,1,7.64,0,0.0,1,EMANUEL,Colchones 6p 130g BIM 1220,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2068,8,1220,1,1425,4486661,1220,2,15.28,0,0.0,2,NO IDENTIFICADO,Colchones 6p 130g BIM 1220,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2069,5,1220,1,1606,4661560,303,3,13.62,0,0.0,3,NO IDENTIFICADO,Dalmata 1p 55g MLA 303,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2070,4,1220,1,2104,1804355,30572,4,25.0,0,0.0,4,AMERICA,Barritas Fresa 67g Prom MTB MLA 30572,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2071,5,1220,1,2113,698895,30572,10,62.5,0,0.0,10,DOÑA MAGO,Barritas Fresa 67g Prom MTB MLA 30572,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2072,3,1220,1,1241,1293098,1146,1,21.39,0,0.0,1,DON JULIAN,Pan Integral 675g BIM 1146,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2073,3,1220,1,1243,4315884,1146,1,21.39,0,0.0,1,NO IDENTIFICADO,Pan Integral 675g BIM 1146,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2074,7,1220,1,1017,619516,1146,1,21.39,0,0.0,1,LA VIRGEN,Pan Integral 675g BIM 1146,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2075,6,1220,1,1201,1071622,1238,2,19.66,0,0.0,2,LA CABAÑITA,Panquecito Gota Choc 2p 140g BIM 1238,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2076,6,1220,1,1201,1912366,1238,1,9.83,0,0.0,1,LA ESCONDIDA,Panquecito Gota Choc 2p 140g BIM 1238,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2077,4,1220,1,1222,1050335,35651,5,37.5,0,0.0,5,DON CHEFO,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2078,4,1220,1,1228,1932235,35651,6,45.0,0,0.0,6,ERIKA,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2079,5,1220,1,1201,4726711,35651,2,15.0,0,0.0,2,NO IDENTIFICADO,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2080,6,1220,1,1206,4219083,35651,12,90.0,0,0.0,12,NO IDENTIFICADO,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2081,6,1220,1,1415,640127,35651,30,225.0,0,0.0,30,MIGUELITO,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2082,6,1220,1,1419,593592,35651,5,37.5,0,0.0,5,MAC PATO,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2083,8,1220,1,1213,1203244,35651,2,15.0,0,0.0,2,TU TIENDITA,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2084,8,1220,1,1427,4426848,35651,1,7.5,0,0.0,1,NO IDENTIFICADO,Madalenas 3p 93g BIM 35651,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2085,3,1220,1,1241,316853,2233,1,19.94,0,0.0,1,DERIAN,Pan Blanco 640g BIM 2233,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2086,5,1220,1,1228,811037,2233,1,19.94,0,0.0,1,LOLITA,Pan Blanco 640g BIM 2233,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2087,8,1220,1,1023,2234235,2233,1,19.94,0,0.0,1,ORIZABA,Pan Blanco 640g BIM 2233,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2088,3,1220,1,1223,1321805,1250,8,61.12,0,0.0,8,LA VENTANITA,Donas Azucar 4p 105g BIM 1250,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2089,4,1220,1,1209,4506139,1250,4,30.56,0,0.0,4,NO IDENTIFICADO,Donas Azucar 4p 105g BIM 1250,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2090,5,1220,1,1244,4449146,1250,8,61.12,0,0.0,8,NO IDENTIFICADO,Donas Azucar 4p 105g BIM 1250,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2091,9,1220,1,1211,921791,1250,6,45.84,0,0.0,6,LA PALMA,Donas Azucar 4p 105g BIM 1250,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2092,4,1220,1,1206,4397712,1309,2,13.52,0,0.0,2,NO IDENTIFICADO,Bimbunuelos 4p 66g BIM 1309,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2093,5,1220,1,1218,4358588,1309,4,27.04,0,0.0,4,NO IDENTIFICADO,Bimbunuelos 4p 66g BIM 1309,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2094,4,1220,1,1608,588816,4280,10,60.0,0,0.0,10,YOSJIEL,Doraditas 110g TR 4280,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2095,5,1220,1,1619,1269050,4280,3,18.0,0,0.0,3,CINTHYA,Doraditas 110g TR 4280,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2096,7,1220,1,1206,4569849,48077,2,28.52,0,0.0,2,NO IDENTIFICADO,Totopo Chilaquiles 280g MR 48077,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2097,5,1220,1,1220,588862,46772,5,44.6,0,0.0,5,ANAYA,Pan Molido 210g BIM 46772,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2098,6,1220,1,1023,1862435,46772,39,347.88,0,0.0,39,CASTILLO,Pan Molido 210g BIM 46772,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2099,6,1220,1,1211,171136,46772,4,35.68,0,0.0,4,MECHE,Pan Molido 210g BIM 46772,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2100,5,1220,1,2102,4568371,36747,1,11.53,0,0.0,1,NO IDENTIFICADO,Triki Trakes Tubo 200g MTB MLA 36747,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2101,4,1220,1,1426,4181905,972,1,18.98,0,0.0,1,NO IDENTIFICADO,Roles Canela 6p 365g BIM 972,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2102,9,1220,1,1206,4219083,1109,2,30.02,0,0.0,2,NO IDENTIFICADO,Pan Blanco Chico 360g BIM 1109,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2103,8,1220,1,1004,1041871,1109,3,45.03,0,0.0,3,AZUCENA,Pan Blanco Chico 360g BIM 1109,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2104,8,1220,1,1211,171093,1109,8,120.08,0,0.0,8,MI CRUCITA,Pan Blanco Chico 360g BIM 1109,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2105,8,1220,1,1220,640142,1109,2,30.02,0,0.0,2,LA CRUZ,Pan Blanco Chico 360g BIM 1109,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2106,9,1220,1,1003,1500072,1109,1,15.01,0,0.0,1,DULCERIA EL TRIANGULO,Pan Blanco Chico 360g BIM 1109,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2107,9,1220,1,1022,4380281,1109,2,30.02,0,0.0,2,NO IDENTIFICADO,Pan Blanco Chico 360g BIM 1109,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2108,7,1220,1,1004,1768647,32802,3,35.73,0,0.0,3,CHELY,Tortillas de Maiz 800g MR 32802,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2109,8,1220,1,1001,1970584,32802,6,71.46,0,0.0,6,NUESTRA SEORA DE GUADALUPE,Tortillas de Maiz 800g MR 32802,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2110,5,1220,1,1613,702893,4259,6,75.54,0,0.0,6,DIONI,Conchas 3p 180g Prom TR 4259,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2111,4,1220,1,1232,2412758,1278,4,18.0,0,0.0,4,LUCERO,Nito 1p 62g BIM 1278,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2112,5,1220,1,1416,314171,1278,70,315.0,0,0.0,70,CORONA,Nito 1p 62g BIM 1278,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2113,6,1220,1,1230,2107958,1278,14,63.0,0,0.0,14,2 HERMAMAS,Nito 1p 62g BIM 1278,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2114,6,1220,1,1423,4218189,1278,10,45.0,0,0.0,10,NO IDENTIFICADO,Nito 1p 62g BIM 1278,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2115,7,1220,1,1209,1335433,1278,19,85.5,0,0.0,19,VOLCAN,Nito 1p 62g BIM 1278,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2116,9,1220,1,1404,4571875,1278,2,9.0,0,0.0,2,NO IDENTIFICADO,Nito 1p 62g BIM 1278,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2117,4,1220,1,1008,4346713,1150,3,41.88,0,0.0,3,NO IDENTIFICADO,Medias Noches 8p 340g BIM 1150,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2118,5,1220,1,1234,4698363,1150,1,13.96,0,0.0,1,NO IDENTIFICADO,Medias Noches 8p 340g BIM 1150,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2119,9,1220,1,1005,906799,1150,2,27.92,0,0.0,2,TERESA VEGA PAREDES,Medias Noches 8p 340g BIM 1150,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2120,4,1220,1,1009,617730,1182,5,69.7,0,0.0,5,ROSI,Tostado 210g CU BIM 1182,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2121,7,1220,1,2102,4460464,31580,2,23.06,0,0.0,2,NO IDENTIFICADO,Suavicremas Chocolate 237g MTA MLA 31580,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
2122,8,1220,1,4412,836069,37058,1,7.5,0,0.0,1,HERMANOS MENDEZ,Choco Roles 2p 80g MTA MLA 37058,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
